"Quant_Varia"	"contig"	"start.bin"	"end.bin"	"Pst_Values"	"95 %_LowBoundCI"	"95 %_UpBoundCI"
"Contig75774_10000_16727"	"Contig75774"	"10000"	"16727"	0.395915611403003	0.00255799354964779	0.887218637709173
"Contig760_30000_40000"	"Contig760"	"30000"	"40000"	0.471023670380362	0.00423272944299166	0.903278972697606
"Contig76414_0_10000"	"Contig76414"	"0"	"10000"	0.0704668578794305	0.000594466440871567	0.78459873004268
"Contig77708_0_7324"	"Contig77708"	"0"	"7324"	0.483420447236132	0.108331528375642	0.889328503383425
"Contig786_20000_30000"	"Contig786"	"20000"	"30000"	0.00718783795599374	0.000400467536256558	0.75227845861116
"Contig79113_0_8164"	"Contig79113"	"0"	"8164"	0.204502917333582	0.000914651053862068	0.861282424753219
"Contig8_70000_80000"	"Contig8"	"70000"	"80000"	0.414212031741569	0.00207335698150243	0.861101474211576
"Contig80973_0_10000"	"Contig80973"	"0"	"10000"	0.138535148294229	0.000730522665165261	0.814221276852115
"Contig81137_0_7475"	"Contig81137"	"0"	"7475"	0.550050891866881	0.00544451385726367	0.895246855964453
"Contig8150_0_9494"	"Contig8150"	"0"	"9494"	0.453762930832516	0.00168810263303028	0.875201498005429
"Contig81540_0_10000"	"Contig81540"	"0"	"10000"	0.473315489823213	0.00449473589514423	0.910034416425771
"Contig81687_0_10000"	"Contig81687"	"0"	"10000"	0.488969981119807	0.00524085441818662	0.823593877290389
"Contig822_10000_20000"	"Contig822"	"10000"	"20000"	0.63108124982866	0.025358049600068	0.906797772828747
"Contig82795_0_10000"	"Contig82795"	"0"	"10000"	0.0214304120895566	0.000396800576984293	0.747216435825003
"Contig82938_0_7867"	"Contig82938"	"0"	"7867"	0.612094936403207	0.0186013646265441	0.922646817235361
"Contig84562_0_7741"	"Contig84562"	"0"	"7741"	0.0038836010769141	0.000297430156395507	0.761666673774387
"Contig84921_0_6213"	"Contig84921"	"0"	"6213"	0.0638549685893954	0.000935926632128064	0.850691223578626
"Contig87873_0_10000"	"Contig87873"	"0"	"10000"	0.274028052495556	0.000816903366403091	0.923305378031801
"Contig881_10000_20000"	"Contig881"	"10000"	"20000"	0.447264161312555	0.00280457936778284	0.919106642773639
"Contig88110_0_6556"	"Contig88110"	"0"	"6556"	0.729321344449409	0.140706893374501	0.912829458407121
"Contig88988_0_9123"	"Contig88988"	"0"	"9123"	0.380180457339444	0.00301215963876859	0.87544248028287
"Contig95963_0_5758"	"Contig95963"	"0"	"5758"	0.384470740486833	0.00176759066465085	0.910202531841687
"Contig975_0_10000"	"Contig975"	"0"	"10000"	0.634423383551442	0.0397325410934339	0.932788758267433
