"SeqNum.row","SeqNum.col","dist.manh","SampNum.row","SampNum.col"
17,10,11387.5201824046,"ss2_9","ss3_20"
17,2,13291.6447190335,"hc1_4","ss3_20"
17,6,12440.561783018,"hc3_5","ss3_20"
17,9,12187.1479715132,"hc3_11","ss3_20"
17,15,10433.1388276295,"ss3_15","ss3_20"
17,11,11322.262382856,"ss2_14","ss3_20"
18,2,15195.5507062729,"hc1_4","ss5_18"
18,1,13190.285507891,"hc1_2","ss5_18"
18,6,14534.8055953391,"hc3_5","ss5_18"
18,9,13623.7095845884,"hc3_11","ss5_18"
18,13,6997.71242240812,"ss3_3","ss5_18"
18,7,15293.3151910298,"hc3_7","ss5_18"
18,4,14422.238594125,"hc2_17","ss5_18"
18,12,7483.07309382449,"ss2_18","ss5_18"
18,3,15649.9288531322,"hc2_15","ss5_18"
18,5,13721.46004697,"hc3_1","ss5_18"
18,18,0,"ss5_18","ss5_18"
18,15,9796.02152736843,"ss3_15","ss5_18"
18,16,8725.89403755954,"ss3_16","ss5_18"
18,17,10959.4797184314,"ss3_20","ss5_18"
18,11,10281.723779725,"ss2_14","ss5_18"
18,10,8899.32680722831,"ss2_9","ss5_18"
18,8,14281.5043061173,"hc3_10","ss5_18"
18,14,8055.09719992558,"ss3_14","ss5_18"
